VARIABLE_NAME	VARIABLE_SCOPE	DEFAULT_VALUE	CURRENT_VALUE	MIN_VALUE	MAX_VALUE	POSSIBLE_VALUES	IS_NOOP
allow_auto_random_explicit_insert	SESSION,GLOBAL	OFF	OFF	NULL	NULL	NULL	NO
authentication_ldap_sasl_auth_method_name	GLOBAL	SCRAM-SHA-1	SCRAM-SHA-1	NULL	NULL	SCRAM-SHA-1,SCRAM-SHA-256,GSSAPI	NO
authentication_ldap_sasl_bind_base_dn	GLOBAL			NULL	NULL	NULL	NO
authentication_ldap_sasl_bind_root_dn	GLOBAL			NULL	NULL	NULL	NO
authentication_ldap_sasl_bind_root_pwd	GLOBAL			NULL	NULL	NULL	NO
authentication_ldap_sasl_ca_path	GLOBAL			NULL	NULL	NULL	NO
authentication_ldap_sasl_init_pool_size	GLOBAL	10	10	1	32767	NULL	NO
authentication_ldap_sasl_max_pool_size	GLOBAL	1000	1000	1	32767	NULL	NO
authentication_ldap_sasl_server_host	GLOBAL			NULL	NULL	NULL	NO
authentication_ldap_sasl_server_port	GLOBAL	389	389	1	65535	NULL	NO
authentication_ldap_sasl_tls	GLOBAL	OFF	OFF	NULL	NULL	NULL	NO
authentication_ldap_sasl_user_search_attr	GLOBAL	uid	uid	NULL	NULL	NULL	NO
authentication_ldap_simple_auth_method_name	GLOBAL	SIMPLE	SIMPLE	NULL	NULL	NULL	NO
authentication_ldap_simple_bind_base_dn	GLOBAL			NULL	NULL	NULL	NO
authentication_ldap_simple_bind_root_dn	GLOBAL			NULL	NULL	NULL	NO
authentication_ldap_simple_bind_root_pwd	GLOBAL			NULL	NULL	NULL	NO
authentication_ldap_simple_ca_path	GLOBAL			NULL	NULL	NULL	NO
authentication_ldap_simple_init_pool_size	GLOBAL	10	10	1	32767	NULL	NO
authentication_ldap_simple_max_pool_size	GLOBAL	1000	1000	1	32767	NULL	NO
authentication_ldap_simple_server_host	GLOBAL			NULL	NULL	NULL	NO
authentication_ldap_simple_server_port	GLOBAL	389	389	1	65535	NULL	NO
authentication_ldap_simple_tls	GLOBAL	OFF	OFF	NULL	NULL	NULL	NO
authentication_ldap_simple_user_search_attr	GLOBAL	uid	uid	NULL	NULL	NULL	NO
auto_increment_increment	SESSION,GLOBAL	1	1	1	65535	NULL	NO
auto_increment_offset	SESSION,GLOBAL	1	1	1	65535	NULL	NO
autocommit	SESSION,GLOBAL	ON	ON	NULL	NULL	NULL	NO
automatic_sp_privileges	GLOBAL	1	1	NULL	NULL	NULL	YES
avoid_temporal_upgrade	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
back_log	NONE	80	80	NULL	NULL	NULL	YES
basedir	NONE	/usr/local/mysql	/usr/local/mysql	NULL	NULL	NULL	YES
big_tables	SESSION,GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
bind_address	NONE	*	*	NULL	NULL	NULL	YES
binlog_cache_size	GLOBAL	32768	32768	NULL	NULL	NULL	YES
binlog_checksum	GLOBAL	CRC32	CRC32	NULL	NULL	NULL	YES
binlog_direct_non_transactional_updates	SESSION,GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
binlog_error_action	SESSION,GLOBAL	IGNORE_ERROR	IGNORE_ERROR	NULL	NULL	NULL	YES
binlog_format	SESSION,GLOBAL	STATEMENT	STATEMENT	NULL	NULL	NULL	YES
binlog_group_commit_sync_delay	GLOBAL			NULL	NULL	NULL	YES
binlog_group_commit_sync_no_delay_count	GLOBAL			NULL	NULL	NULL	YES
binlog_gtid_simple_recovery	NONE	1	1	NULL	NULL	NULL	YES
binlog_max_flush_queue_time	GLOBAL	0	0	NULL	NULL	NULL	YES
binlog_order_commits	GLOBAL	ON	ON	NULL	NULL	NULL	YES
binlog_row_image	SESSION,GLOBAL	FULL	FULL	NULL	NULL	NULL	YES
binlog_rows_query_log_events	SESSION,GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
binlog_stmt_cache_size	GLOBAL	32768	32768	NULL	NULL	NULL	YES
binlogging_impossible_mode	SESSION,GLOBAL	IGNORE_ERROR	IGNORE_ERROR	NULL	NULL	NULL	YES
block_encryption_mode	SESSION,GLOBAL	aes-128-ecb	aes-128-ecb	NULL	NULL	aes-128-ecb,aes-192-ecb,aes-256-ecb,aes-128-cbc,aes-192-cbc,aes-256-cbc,aes-128-ofb,aes-192-ofb,aes-256-ofb,aes-128-cfb,aes-192-cfb,aes-256-cfb	NO
bulk_insert_buffer_size	SESSION,GLOBAL	8388608	8388608	NULL	NULL	NULL	YES
character_set_client	SESSION,GLOBAL	utf8mb4	utf8mb4	NULL	NULL	NULL	NO
character_set_connection	SESSION,GLOBAL	utf8mb4	utf8mb4	NULL	NULL	NULL	NO
character_set_database	SESSION,GLOBAL	utf8mb4	utf8mb4	NULL	NULL	NULL	NO
character_set_filesystem	SESSION,GLOBAL	binary	binary	NULL	NULL	NULL	YES
character_set_results	SESSION,GLOBAL	utf8mb4	utf8mb4	NULL	NULL	NULL	NO
character_set_server	SESSION,GLOBAL	utf8mb4	utf8mb4	NULL	NULL	NULL	NO
character_set_system	NONE	utf8	utf8	NULL	NULL	NULL	YES
character_sets_dir	NONE	/usr/local/mysql-5.6.25-osx10.8-x86_64/share/charsets/	/usr/local/mysql-5.6.25-osx10.8-x86_64/share/charsets/	NULL	NULL	NULL	YES
check_proxy_users	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
collation_connection	SESSION,GLOBAL	utf8mb4_bin	utf8mb4_general_ci	NULL	NULL	NULL	NO
collation_database	SESSION,GLOBAL	utf8mb4_bin	utf8mb4_bin	NULL	NULL	NULL	NO
collation_server	SESSION,GLOBAL	utf8mb4_bin	utf8mb4_bin	NULL	NULL	NULL	NO
completion_type	SESSION,GLOBAL	NO_CHAIN	NO_CHAIN	NULL	NULL	NULL	YES
concurrent_insert	GLOBAL	AUTO	AUTO	NULL	NULL	NULL	YES
connect_timeout	GLOBAL	10	10	2	31536000	NULL	YES
core_file	NONE	OFF	OFF	NULL	NULL	NULL	YES
cte_max_recursion_depth	SESSION,GLOBAL	1000	1000	0	4294967295	NULL	NO
datadir	NONE	${LOCALHOST}:2379	${LOCALHOST}:2379	NULL	NULL	NULL	NO
date_format	NONE	%Y-%m-%d	%Y-%m-%d	NULL	NULL	NULL	YES
datetime_format	NONE	%Y-%m-%d %H:%i:%s	%Y-%m-%d %H:%i:%s	NULL	NULL	NULL	YES
ddl_slow_threshold	INSTANCE	300	300	0	2147483647	NULL	NO
debug	SESSION,GLOBAL			NULL	NULL	NULL	YES
debug_sync	SESSION			NULL	NULL	NULL	YES
default_authentication_plugin	GLOBAL	mysql_native_password	mysql_native_password	NULL	NULL	mysql_native_password,caching_sha2_password,tidb_sm3_password,authentication_ldap_sasl,authentication_ldap_simple	NO
default_collation_for_utf8mb4	SESSION,GLOBAL	utf8mb4_bin	utf8mb4_bin	NULL	NULL	NULL	NO
default_password_lifetime	GLOBAL	0	0	0	65535	NULL	NO
default_storage_engine	SESSION,GLOBAL	InnoDB	InnoDB	NULL	NULL	NULL	YES
default_tmp_storage_engine	SESSION,GLOBAL	InnoDB	InnoDB	NULL	NULL	NULL	YES
default_week_format	SESSION,GLOBAL	0	0	0	7	NULL	NO
delay_key_write	GLOBAL	ON	ON	NULL	NULL	OFF,ON,ALL	YES
delayed_insert_limit	GLOBAL	100	100	NULL	NULL	NULL	YES
delayed_insert_timeout	GLOBAL	300	300	NULL	NULL	NULL	YES
delayed_queue_size	GLOBAL	1000	1000	NULL	NULL	NULL	YES
disconnect_on_expired_password	GLOBAL	ON	ON	NULL	NULL	NULL	NO
div_precision_increment	SESSION,GLOBAL	4	4	0	30	NULL	NO
end_markers_in_json	SESSION,GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
enforce_gtid_consistency	GLOBAL	OFF	OFF	NULL	NULL	OFF,ON,WARN	YES
eq_range_index_dive_limit	SESSION,GLOBAL	200	200	NULL	NULL	NULL	YES
error_count	SESSION	0	0	NULL	NULL	NULL	NO
event_scheduler	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
executed_gtids_compression_period	GLOBAL			NULL	NULL	NULL	YES
expire_logs_days	GLOBAL	0	0	NULL	NULL	NULL	YES
explicit_defaults_for_timestamp	NONE	ON	ON	NULL	NULL	NULL	YES
flush	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
flush_time	GLOBAL	0	0	0	31536000	NULL	YES
foreign_key_checks	SESSION,GLOBAL	ON	ON	NULL	NULL	NULL	NO
ft_boolean_syntax	GLOBAL	+ -><()~*:""&|	+ -><()~*:""&|	NULL	NULL	NULL	YES
ft_max_word_len	NONE	84	84	NULL	NULL	NULL	YES
ft_min_word_len	NONE	4	4	NULL	NULL	NULL	YES
ft_query_expansion_limit	NONE	20	20	NULL	NULL	NULL	YES
ft_stopword_file	NONE	(built-in)	(built-in)	NULL	NULL	NULL	YES
general_log	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
general_log_file	GLOBAL	/usr/local/mysql/data/${LOCALHOST_NAME}.log	/usr/local/mysql/data/${LOCALHOST_NAME}.log	NULL	NULL	NULL	YES
group_concat_max_len	SESSION,GLOBAL	1024	1024	4	18446744073709551615	NULL	NO
gtid_executed_compression_period	GLOBAL			NULL	NULL	NULL	YES
gtid_mode	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
gtid_next	SESSION			NULL	NULL	NULL	YES
gtid_purged	GLOBAL			NULL	NULL	NULL	YES
have_compress	NONE	YES	YES	NULL	NULL	NULL	YES
have_crypt	NONE	YES	YES	NULL	NULL	NULL	YES
have_dynamic_loading	NONE	YES	YES	NULL	NULL	NULL	YES
have_geometry	NONE	YES	YES	NULL	NULL	NULL	YES
have_openssl	NONE	YES	YES	NULL	NULL	NULL	NO
have_profiling	NONE	NO	NO	NULL	NULL	NULL	YES
have_query_cache	NONE	YES	YES	NULL	NULL	NULL	YES
have_rtree_keys	NONE	YES	YES	NULL	NULL	NULL	YES
have_ssl	NONE	YES	YES	NULL	NULL	NULL	NO
have_symlink	NONE	YES	YES	NULL	NULL	NULL	YES
host_cache_size	GLOBAL	279	279	NULL	NULL	NULL	YES
hostname	NONE	MacBook-Pro-4.local	MacBook-Pro-4.local	NULL	NULL	NULL	NO
identity	SESSION	0	0	0	18446744073709551615	NULL	NO
ignore_builtin_innodb	NONE	0	0	NULL	NULL	NULL	YES
information_schema_stats_expiry	SESSION,GLOBAL	86400	86400	NULL	NULL	NULL	YES
init_connect	GLOBAL			NULL	NULL	NULL	NO
init_slave	GLOBAL			NULL	NULL	NULL	YES
innodb_adaptive_flushing	GLOBAL	ON	ON	NULL	NULL	NULL	YES
innodb_adaptive_flushing_lwm	GLOBAL	10	10	NULL	NULL	NULL	YES
innodb_adaptive_hash_index	GLOBAL	ON	ON	NULL	NULL	NULL	YES
innodb_adaptive_max_sleep_delay	GLOBAL	150000	150000	NULL	NULL	NULL	YES
innodb_additional_mem_pool_size	NONE	8388608	8388608	NULL	NULL	NULL	YES
innodb_api_bk_commit_interval	GLOBAL	5	5	NULL	NULL	NULL	YES
innodb_api_disable_rowlock	NONE	0	0	NULL	NULL	NULL	YES
innodb_api_enable_binlog	NONE	0	0	NULL	NULL	NULL	YES
innodb_api_enable_mdl	NONE	0	0	NULL	NULL	NULL	YES
innodb_api_trx_level	GLOBAL	0	0	NULL	NULL	NULL	YES
innodb_autoextend_increment	GLOBAL	64	64	NULL	NULL	NULL	YES
innodb_autoinc_lock_mode	NONE	1	1	NULL	NULL	NULL	YES
innodb_buffer_pool_dump_at_shutdown	GLOBAL	0	0	NULL	NULL	NULL	YES
innodb_buffer_pool_dump_now	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
innodb_buffer_pool_dump_pct	GLOBAL			NULL	NULL	NULL	YES
innodb_buffer_pool_filename	GLOBAL	ib_buffer_pool	ib_buffer_pool	NULL	NULL	NULL	YES
innodb_buffer_pool_instances	NONE	8	8	NULL	NULL	NULL	YES
innodb_buffer_pool_load_abort	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
innodb_buffer_pool_load_at_startup	NONE	1	1	NULL	NULL	NULL	YES
innodb_buffer_pool_load_now	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
innodb_buffer_pool_size	GLOBAL	134217728	134217728	NULL	NULL	NULL	YES
innodb_change_buffer_max_size	GLOBAL	25	25	NULL	NULL	NULL	YES
innodb_change_buffering	GLOBAL	all	all	NULL	NULL	NULL	YES
innodb_checksum_algorithm	GLOBAL	innodb	innodb	NULL	NULL	NULL	YES
innodb_checksums	NONE	ON	ON	NULL	NULL	NULL	YES
innodb_cmp_per_index_enabled	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
innodb_commit_concurrency	GLOBAL	0	0	0	1000	NULL	YES
innodb_compression_failure_threshold_pct	GLOBAL	5	5	NULL	NULL	NULL	YES
innodb_compression_level	GLOBAL	6	6	NULL	NULL	NULL	YES
innodb_compression_pad_pct_max	GLOBAL	50	50	NULL	NULL	NULL	YES
innodb_concurrency_tickets	GLOBAL	5000	5000	NULL	NULL	NULL	YES
innodb_create_intrinsic	SESSION			NULL	NULL	NULL	YES
innodb_data_file_path	NONE	ibdata1:12M:autoextend	ibdata1:12M:autoextend	NULL	NULL	NULL	YES
innodb_default_row_format	GLOBAL	dynamic	dynamic	NULL	NULL	redundant,compact,dynamic	YES
innodb_disable_sort_file_cache	GLOBAL	0	0	NULL	NULL	NULL	YES
innodb_doublewrite	NONE	1	1	NULL	NULL	NULL	YES
innodb_fast_shutdown	GLOBAL	1	1	0	2	NULL	YES
innodb_file_format	GLOBAL	Barracuda	Barracuda	NULL	NULL	Antelope,Barracuda	YES
innodb_file_format_check	NONE	1	1	NULL	NULL	NULL	YES
innodb_file_format_max	GLOBAL	Antelope	Antelope	NULL	NULL	NULL	YES
innodb_file_per_table	GLOBAL	ON	ON	NULL	NULL	NULL	YES
innodb_fill_factor	GLOBAL			NULL	NULL	NULL	YES
innodb_flush_log_at_timeout	GLOBAL	1	1	NULL	NULL	NULL	YES
innodb_flush_log_at_trx_commit	GLOBAL	1	1	NULL	NULL	NULL	YES
innodb_flush_neighbors	GLOBAL	1	1	NULL	NULL	NULL	YES
innodb_flush_sync	GLOBAL			NULL	NULL	NULL	YES
innodb_flushing_avg_loops	GLOBAL	30	30	NULL	NULL	NULL	YES
innodb_force_load_corrupted	NONE	0	0	NULL	NULL	NULL	YES
innodb_force_recovery	NONE	0	0	NULL	NULL	NULL	YES
innodb_ft_aux_table	GLOBAL			NULL	NULL	NULL	YES
innodb_ft_cache_size	NONE	8000000	8000000	NULL	NULL	NULL	YES
innodb_ft_enable_diag_print	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
innodb_ft_enable_stopword	GLOBAL	ON	ON	NULL	NULL	NULL	YES
innodb_ft_max_token_size	NONE	84	84	NULL	NULL	NULL	YES
innodb_ft_min_token_size	NONE	3	3	NULL	NULL	NULL	YES
innodb_ft_num_word_optimize	GLOBAL	2000	2000	NULL	NULL	NULL	YES
innodb_ft_result_cache_limit	GLOBAL	2000000000	2000000000	NULL	NULL	NULL	YES
innodb_ft_server_stopword_table	GLOBAL			NULL	NULL	NULL	YES
innodb_ft_sort_pll_degree	NONE	2	2	NULL	NULL	NULL	YES
innodb_ft_total_cache_size	NONE	640000000	640000000	NULL	NULL	NULL	YES
innodb_ft_user_stopword_table	SESSION,GLOBAL			NULL	NULL	NULL	YES
innodb_io_capacity	GLOBAL	200	200	NULL	NULL	NULL	YES
innodb_io_capacity_max	GLOBAL	2000	2000	NULL	NULL	NULL	YES
innodb_large_prefix	GLOBAL	ON	ON	NULL	NULL	NULL	YES
innodb_lock_wait_timeout	SESSION,GLOBAL	50	50	1	3600	NULL	NO
innodb_locks_unsafe_for_binlog	NONE	0	0	NULL	NULL	NULL	YES
innodb_log_buffer_size	NONE	8388608	8388608	NULL	NULL	NULL	YES
innodb_log_checksum_algorithm	GLOBAL			NULL	NULL	NULL	YES
innodb_log_compressed_pages	GLOBAL	1	1	NULL	NULL	NULL	YES
innodb_log_file_size	NONE	50331648	50331648	NULL	NULL	NULL	YES
innodb_log_files_in_group	NONE	2	2	NULL	NULL	NULL	YES
innodb_log_group_home_dir	NONE	./	./	NULL	NULL	NULL	YES
innodb_log_write_ahead_size	GLOBAL			NULL	NULL	NULL	YES
innodb_lru_scan_depth	GLOBAL	1024	1024	NULL	NULL	NULL	YES
innodb_max_dirty_pages_pct	GLOBAL	75	75	NULL	NULL	NULL	YES
innodb_max_dirty_pages_pct_lwm	GLOBAL	0	0	NULL	NULL	NULL	YES
innodb_max_purge_lag	GLOBAL	0	0	NULL	NULL	NULL	YES
innodb_max_purge_lag_delay	GLOBAL	0	0	NULL	NULL	NULL	YES
innodb_max_undo_log_size	GLOBAL			NULL	NULL	NULL	YES
innodb_mirrored_log_groups	NONE	1	1	NULL	NULL	NULL	YES
innodb_monitor_disable	GLOBAL			NULL	NULL	NULL	YES
innodb_monitor_enable	GLOBAL			NULL	NULL	NULL	YES
innodb_monitor_reset	GLOBAL			NULL	NULL	NULL	YES
innodb_monitor_reset_all	GLOBAL			NULL	NULL	NULL	YES
innodb_old_blocks_pct	GLOBAL	37	37	NULL	NULL	NULL	YES
innodb_old_blocks_time	GLOBAL	1000	1000	NULL	NULL	NULL	YES
innodb_online_alter_log_max_size	GLOBAL	134217728	134217728	NULL	NULL	NULL	YES
innodb_open_files	NONE	2000	2000	NULL	NULL	NULL	YES
innodb_optimize_fulltext_only	GLOBAL	0	0	NULL	NULL	NULL	YES
innodb_optimize_point_storage	SESSION			NULL	NULL	NULL	YES
innodb_page_size	NONE	16384	16384	NULL	NULL	NULL	YES
innodb_print_all_deadlocks	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
innodb_purge_batch_size	GLOBAL	300	300	NULL	NULL	NULL	YES
innodb_purge_rseg_truncate_frequency	GLOBAL			NULL	NULL	NULL	YES
innodb_purge_threads	NONE	1	1	NULL	NULL	NULL	YES
innodb_random_read_ahead	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
innodb_read_ahead_threshold	GLOBAL	56	56	NULL	NULL	NULL	YES
innodb_read_io_threads	NONE	4	4	NULL	NULL	NULL	YES
innodb_read_only	NONE	0	0	NULL	NULL	NULL	YES
innodb_replication_delay	GLOBAL	0	0	NULL	NULL	NULL	YES
innodb_rollback_on_timeout	NONE	0	0	NULL	NULL	NULL	YES
innodb_rollback_segments	GLOBAL	128	128	NULL	NULL	NULL	YES
innodb_sort_buffer_size	NONE	1048576	1048576	NULL	NULL	NULL	YES
innodb_spin_wait_delay	GLOBAL	6	6	NULL	NULL	NULL	YES
innodb_stats_auto_recalc	GLOBAL	1	1	NULL	NULL	NULL	YES
innodb_stats_method	GLOBAL	nulls_equal	nulls_equal	NULL	NULL	NULL	YES
innodb_stats_on_metadata	GLOBAL	0	0	NULL	NULL	NULL	YES
innodb_stats_persistent	GLOBAL	ON	ON	NULL	NULL	NULL	YES
innodb_stats_persistent_sample_pages	GLOBAL	20	20	NULL	NULL	NULL	YES
innodb_stats_sample_pages	GLOBAL	8	8	NULL	NULL	NULL	YES
innodb_stats_transient_sample_pages	GLOBAL	8	8	NULL	NULL	NULL	YES
innodb_status_output	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
innodb_status_output_locks	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
innodb_strict_mode	SESSION,GLOBAL	ON	ON	NULL	NULL	NULL	YES
innodb_support_xa	SESSION,GLOBAL	1	1	NULL	NULL	NULL	YES
innodb_sync_array_size	NONE	1	1	NULL	NULL	NULL	YES
innodb_sync_spin_loops	GLOBAL	30	30	NULL	NULL	NULL	YES
innodb_table_locks	SESSION,GLOBAL	ON	ON	NULL	NULL	NULL	YES
innodb_thread_concurrency	GLOBAL	0	0	NULL	NULL	NULL	YES
innodb_thread_sleep_delay	GLOBAL	10000	10000	NULL	NULL	NULL	YES
innodb_undo_directory	NONE	.	.	NULL	NULL	NULL	YES
innodb_undo_log_truncate	GLOBAL			NULL	NULL	NULL	YES
innodb_undo_logs	GLOBAL	128	128	NULL	NULL	NULL	YES
innodb_undo_tablespaces	NONE	0	0	NULL	NULL	NULL	YES
innodb_use_native_aio	NONE	0	0	NULL	NULL	NULL	YES
innodb_use_sys_malloc	NONE	1	1	NULL	NULL	NULL	YES
innodb_version	NONE	5.6.25	5.6.25	NULL	NULL	NULL	YES
innodb_write_io_threads	NONE	4	4	NULL	NULL	NULL	YES
insert_id	SESSION			NULL	NULL	NULL	YES
interactive_timeout	SESSION,GLOBAL	28800	28800	1	31536000	NULL	NO
internal_tmp_disk_storage_engine	GLOBAL			NULL	NULL	NULL	YES
join_buffer_size	SESSION,GLOBAL	262144	262144	NULL	NULL	NULL	YES
keep_files_on_create	SESSION,GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
key_buffer_size	GLOBAL	8388608	8388608	NULL	NULL	NULL	YES
key_cache_age_threshold	GLOBAL	300	300	NULL	NULL	NULL	YES
key_cache_block_size	GLOBAL	1024	1024	NULL	NULL	NULL	YES
key_cache_division_limit	GLOBAL	100	100	NULL	NULL	NULL	YES
large_files_support	NONE	1	1	NULL	NULL	NULL	YES
large_page_size	NONE	0	0	NULL	NULL	NULL	YES
large_pages	NONE	OFF	OFF	NULL	NULL	NULL	YES
last_insert_id	SESSION	0	0	0	18446744073709551615	NULL	NO
last_plan_from_binding	SESSION	OFF	OFF	NULL	NULL	NULL	NO
last_plan_from_cache	SESSION	OFF	OFF	NULL	NULL	NULL	NO
last_sql_use_alloc	SESSION	OFF	ON	NULL	NULL	NULL	NO
lc_messages	SESSION,GLOBAL	en_US	en_US	NULL	NULL	NULL	YES
lc_messages_dir	NONE	/usr/local/mysql-5.6.25-osx10.8-x86_64/share/	/usr/local/mysql-5.6.25-osx10.8-x86_64/share/	NULL	NULL	NULL	YES
lc_time_names	SESSION,GLOBAL	en_US	en_US	NULL	NULL	NULL	YES
license	NONE	Apache License 2.0	Apache License 2.0	NULL	NULL	NULL	NO
local_infile	GLOBAL	ON	ON	NULL	NULL	NULL	YES
lock_wait_timeout	SESSION,GLOBAL	31536000	31536000	NULL	NULL	NULL	YES
locked_in_memory	NONE	0	0	NULL	NULL	NULL	YES
log_backward_compatible_user_definitions	GLOBAL			NULL	NULL	NULL	YES
log_bin_trust_function_creators	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
log_bin_use_v1_row_events	NONE	0	0	NULL	NULL	NULL	YES
log_error	NONE	/usr/local/mysql/data/${LOCALHOST_NAME}.err	/usr/local/mysql/data/${LOCALHOST_NAME}.err	NULL	NULL	NULL	YES
log_error_verbosity	GLOBAL			NULL	NULL	NULL	YES
log_output	NONE	FILE	FILE	NULL	NULL	NULL	YES
log_queries_not_using_indexes	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
log_slave_updates	NONE	OFF	OFF	NULL	NULL	NULL	YES
log_slow_admin_statements	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
log_slow_slave_statements	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
log_syslog	GLOBAL			NULL	NULL	NULL	YES
log_syslog_facility	GLOBAL			NULL	NULL	NULL	YES
log_syslog_include_pid	GLOBAL			NULL	NULL	NULL	YES
log_syslog_tag	GLOBAL			NULL	NULL	NULL	YES
log_throttle_queries_not_using_indexes	GLOBAL	0	0	NULL	NULL	NULL	YES
log_timestamps	GLOBAL			NULL	NULL	NULL	YES
log_warnings	GLOBAL	1	1	NULL	NULL	NULL	YES
long_query_time	SESSION,GLOBAL	10.000000	10.000000	NULL	NULL	NULL	YES
low_priority_updates	SESSION,GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
lower_case_file_system	NONE	1	1	NULL	NULL	NULL	YES
lower_case_table_names	NONE	2	2	NULL	NULL	NULL	YES
master_info_repository	GLOBAL	FILE	FILE	NULL	NULL	NULL	YES
master_verify_checksum	GLOBAL	OFF	OFF	NULL	NULL	NULL	YES
max_allowed_packet	SESSION,GLOBAL	67108864	67108864	1024	1073741824	NULL	NO
max_binlog_cache_size	GLOBAL	18446744073709547520	18446744073709547520	NULL	NULL	NULL	YES
max_binlog_size	GLOBAL	1073741824	1073741824	NULL	NULL	NULL	YES
max_binlog_stmt_cache_size	GLOBAL	18446744073709547520	18446744073709547520	NULL	NULL	NULL	YES
max_connect_errors	GLOBAL	100	100	1	18446744073709551615	NULL	YES
max_connections	INSTANCE	0	0	0	100000	NULL	NO
max_delayed_threads	SESSION,GLOBAL	20	20	NULL	NULL	NULL	YES
max_digest_length	NONE	1024	1024	NULL	NULL	NULL	YES
max_error_count	SESSION,GLOBAL	64	64	NULL	NULL	NULL	YES
max_execution_time	SESSION,GLOBAL	0	0	0	2147483647	NULL	NO
max_heap_table_size	SESSION,GLOBAL	16777216	16777216	NULL	NULL	NULL	YES
max_insert_delayed_threads	SESSION,GLOBAL	20	20	NULL	NULL	NULL	YES
max_join_size	SESSION,GLOBAL	18446744073709551615	18446744073709551615	NULL	NULL	NULL	YES
max_length_for_sort_data	SESSION,GLOBAL	1024	1024	NULL	NULL	NULL	YES
max_points_in_geometry	SESSION,GLOBAL	65536	65536	NULL	NULL	NULL	YES
max_prepared_stmt_count	GLOBAL	-1	-1	-1	1048576	NULL	NO
max_relay_log_size	GLOBAL	0	0	NULL	NULL	NULL	YES
max_seeks_for_key	SESSION,GLOBAL	18446744073709551615	18446744073709551615	NULL	NULL	NULL	YES
max_sort_length	SESSION,GLOBAL	1024	1024	4	8388608	NULL	YES
